,0
2070,147.0
2071,200.0
2072,200.0
2073,200.0
2074,200.0
2075,200.0
2076,200.0
2077,92.0
2078,129.0
2079,200.0
2080,141.0
2081,61.0
2082,156.0
2083,161.0
2084,100.0
2085,178.0
2086,57.0
2087,53.0
2088,200.0
2089,137.0
2090,142.0
2091,184.0
2092,43.0
2093,102.0
2094,71.0
2095,58.0
2096,92.0
2097,200.0
2098,118.0
2099,191.0
2100,78.0
2101,170.0
2102,144.0
2103,57.0
2104,168.0
2105,12.0
2106,128.0
2107,32.0
2108,115.0
2109,44.0
2110,90.0
2111,90.0
2112,11.0
2113,106.0
2114,200.0
2115,107.0
2116,54.0
2117,22.0
2118,98.0
2119,73.0
2120,78.0
2121,163.0
2122,47.0
2123,200.0
2124,68.0
2125,135.0
2126,93.0
2127,183.0
2128,200.0
2129,149.0
2130,98.0
2131,140.0
2132,156.0
2133,91.0
2134,146.0
2135,156.0
2136,200.0
2137,200.0
2138,131.0
2139,131.0
